Name,Gender,English,Kiswahili,Mathematics,Biology,Chemistry,Physics,Geography,CRE,Careers
taylo,Female,6,10,10,7,6,9,7,9,Law and public policy
Teaga,Female,9,8,6,8,8,7,6,6,Agriculture
teagarde,Female,12,7,11,6,9,9,9,10,Art
teagu,Female,11,12,8,11,7,7,12,9,Computing
tea,Female,7,10,8,11,6,7,7,11,Education
teal,Male,8,10,9,11,6,10,11,10,Art
teasdal,Male,7,7,6,6,10,7,12,8,Business and management
teasdal,Female,8,11,11,11,6,7,8,7,Engineering
teavi,Female,6,6,7,7,9,8,10,8,Business and management
teba,Female,7,6,8,6,10,7,12,12,Health and medicine
teb,Male,11,9,10,12,9,8,10,11,Law and public policy
tec,Female,8,12,7,11,11,7,10,7,Engineering
Ted,Female,9,10,7,6,6,6,12,7,Engineering
Tedda,Male,12,7,8,10,9,8,9,7,Art
Teddi,Male,10,11,12,10,8,10,9,12,Education
Teddie,Female,12,7,6,6,10,10,12,12,Computing
Teddy,Male,11,6,8,6,6,9,6,8,Law and public policy
tedfor,Male,12,8,8,11,6,8,7,11,Law and public policy
Tedi,Male,6,12,6,8,6,8,12,11,Military and Security
Tedra,Female,6,10,6,6,6,12,9,8,Law and public policy
Teena,Male,7,7,6,10,12,6,10,8,Business and management
TEirtza,Female,11,10,9,9,6,7,12,6,Education
telfa,Male,11,11,8,7,11,10,8,7,Health and medicine
telfe,Male,6,8,10,10,8,8,7,11,Computing
telfer/telfor,Male,9,11,9,8,6,8,8,12,Education
temperto,Male,7,6,9,7,9,9,12,9,Communications
templ,Female,9,8,10,9,10,9,6,11,Business and management
templeto,Female,9,7,6,8,9,12,8,8,Agriculture
tengat,Male,7,6,6,8,11,10,10,11,Agriculture
teniso,Male,12,6,11,9,9,6,7,8,Law and public policy
tennan,Male,9,10,6,12,9,12,11,11,Computing
tennesse,Female,8,10,7,6,10,6,9,11,Engineering
Teodora,Female,7,12,9,8,11,6,12,10,Architecture & Construction Jobs
Tera,Female,11,11,12,8,12,11,12,11,Art
Teresa,Male,12,8,11,7,11,8,12,8,Communications
Terese,Male,12,7,10,11,8,9,7,6,Art
Teresina,Male,12,8,8,11,6,9,6,6,Communications
Teresita,Male,9,6,9,11,12,10,6,12,Art
Teressa,Male,8,11,10,10,10,9,8,12,Education
terhun,Male,10,12,6,11,9,11,12,10,Art
Teri,Female,7,12,10,10,11,11,10,12,Agriculture
Teriann,Female,7,9,7,7,8,9,9,8,Law and public policy
Terra,Female,10,12,9,9,6,6,8,9,Health and medicine
Terri,Female,11,8,9,6,8,11,8,11,Military and Security
Terrie,Male,8,7,6,10,10,12,12,8,Architecture & Construction Jobs
Terrijo,Female,8,7,7,6,7,9,10,7,Communications
terr,Female,10,7,9,6,11,7,12,10,Engineering
Terr,Male,6,12,12,8,8,12,7,6,Engineering
Terry,Male,8,9,10,6,7,12,9,12,Computing
Terrye,Female,9,10,10,10,7,11,12,12,Education
terry-lewi,Male,11,8,9,6,6,10,9,7,Architecture & Construction Jobs
Tersina,Female,6,7,9,12,12,10,7,7,Engineering
Terza,Female,7,12,9,11,12,9,10,6,Health and medicine
Tess,Male,12,7,11,10,11,10,7,10,Communications
Tessa,Female,7,6,9,7,7,10,12,11,Health and medicine
tessequea,Female,7,8,11,10,8,9,8,9,Law and public policy
tesseyma,Male,10,9,11,12,10,11,6,8,Health and medicine
Tessi,Female,12,12,6,10,6,12,10,10,Engineering
Tessie,Female,9,9,8,6,9,11,8,8,Education
Tessy,Male,10,12,6,11,6,10,10,7,Architecture & Construction Jobs
tetle,Male,8,9,7,7,6,12,10,12,Military and Security
tetr,Female,8,7,11,8,11,10,11,7,Computing
teullar,Female,9,12,6,9,8,7,9,8,Agriculture
te,Female,10,6,10,12,7,8,9,7,Law and public policy
thacke,Male,11,7,6,6,10,8,9,12,Business and management
thacksto,Male,6,8,11,8,7,8,10,9,Art
thake,Male,6,11,9,7,8,12,8,12,Communications
thaku,Female,12,8,12,12,8,12,12,10,Education
Thali,Male,6,7,6,9,10,12,7,6,Military and Security
Thalia,Male,7,7,9,7,9,7,11,11,Engineering
thatche,Female,12,9,11,10,9,9,6,7,Engineering
Thea,Female,7,7,10,9,12,12,8,6,Health and medicine
Theadora,Male,9,6,6,6,6,11,12,12,Computing
theake,Male,11,6,7,7,9,11,7,7,Health and medicine
theaksto,Male,12,9,11,10,12,10,9,9,Health and medicine
Theda,Female,10,10,7,8,6,12,6,7,Architecture & Construction Jobs
Thekla,Female,8,8,7,10,8,7,9,12,Law and public policy
thelm,Female,7,10,6,9,7,10,6,9,Law and public policy
Thelma,Male,12,12,11,9,11,9,12,10,Law and public policy
Theo,Male,7,8,11,10,7,11,11,7,Engineering
Theodora,Male,10,10,12,10,9,9,7,12,Military and Security
Theodor,Male,10,7,6,6,12,12,10,9,Business and management
Theodosia,Female,9,8,7,9,10,11,9,8,Education
Theresa,Female,7,11,6,11,6,8,8,9,Military and Security
Therese,Female,7,12,11,9,7,8,12,10,Military and Security
Theresina,Female,8,7,12,6,12,6,10,7,Education
Theresita,Male,9,7,7,6,10,9,9,7,Business and management
Theressa,Male,7,9,10,6,6,7,7,10,Architecture & Construction Jobs
Therine,Male,7,7,7,6,10,6,9,9,Business and management
Thia,Male,11,8,9,11,8,11,12,11,Military and Security
thickness,Female,12,8,9,9,8,12,10,11,Law and public policy
thield,Female,6,6,9,12,7,12,9,8,Computing
thimbleb,Male,12,8,11,11,8,10,11,10,Business and management
thir,Female,6,6,11,6,8,11,10,10,Law and public policy
thirlwal,Female,9,8,7,12,9,11,8,9,Health and medicine
thirlwin,Male,10,12,8,7,10,10,6,10,Computing
thirnbec,Female,11,8,7,7,11,6,10,8,Agriculture
thistlethwait,Female,10,8,8,8,10,6,10,8,Engineering
thistletwait,Male,11,6,8,7,8,6,6,6,Computing
thoma,Female,8,7,6,7,7,7,9,6,Computing
Thoma,Female,6,12,12,9,6,6,12,6,Engineering
Thomasa,Female,8,9,12,7,10,6,7,11,Art
Thomasin,Male,7,12,7,9,7,6,10,10,Education
Thomasina,Female,11,11,11,11,11,11,8,9,Art
Thomasine,Male,6,9,9,6,11,11,7,9,Agriculture
thomasso,Male,9,7,11,11,6,9,11,11,Engineering
thomkinso,Male,12,8,10,12,6,6,10,7,Military and Security
thomlinso,Female,6,10,10,9,7,7,9,6,Art
thompso,Male,9,12,6,9,9,11,6,9,Communications
Thompso,Male,8,8,11,10,6,6,11,7,Law and public policy
thomso,Female,10,7,8,9,10,6,8,8,Architecture & Construction Jobs
thondle,Female,11,10,10,11,11,8,12,11,Education
thorbur,Female,9,12,10,8,8,6,11,11,Business and management
thornboroug,Female,8,12,8,7,7,12,9,12,Computing
thornburro,Male,10,7,7,7,9,9,8,11,Agriculture
thornhil,Female,12,8,7,8,9,12,10,8,Agriculture
thornle,Female,10,7,10,8,6,9,7,6,Agriculture
thornto,Male,8,7,7,12,11,12,10,8,Military and Security
Thornto,Female,8,6,10,12,7,10,11,8,Communications
thor,Male,8,7,10,10,8,8,9,11,Computing
thorp,Female,11,6,11,10,7,11,12,12,Computing
threadgol,Male,11,9,9,9,9,9,8,6,Engineering
three son,Male,8,10,7,6,9,7,6,10,Art
three,Male,9,11,8,9,7,7,8,11,Architecture & Construction Jobs
threiplan,Male,10,6,10,9,9,12,6,11,Business and management
threlfal,Male,6,9,8,11,11,6,11,9,Communications
threlkel,Male,11,8,10,10,11,11,12,10,Communications
Throo,Male,9,8,6,12,7,10,7,8,Computing
thulbur,Female,7,6,7,9,12,9,10,8,Health and medicine
thurgat,Female,9,11,10,9,10,6,7,9,Art
thursto,Male,6,11,10,6,10,12,8,12,Communications
thwait,Female,11,8,11,9,11,7,10,10,Business and management
thwaite,Male,11,9,12,12,6,11,12,9,Agriculture
thwait,Female,11,9,12,12,12,8,10,10,Education
thweng,Female,12,9,7,8,7,7,7,8,Health and medicine
Tiann,Female,6,7,10,10,11,12,10,7,Agriculture
tibbet,Male,8,11,6,9,8,8,6,8,Engineering
tichbourn,Male,11,9,11,12,12,10,12,8,Art
tidbal,Male,8,12,8,6,7,8,11,7,Health and medicine
tidswel,Male,9,11,7,9,10,9,7,6,Military and Security
tidwel,Female,11,10,6,12,10,7,11,7,Communications
Tiena,Female,9,8,12,10,10,6,7,7,Architecture & Construction Jobs
tierne,Female,9,6,12,12,11,10,12,12,Engineering
Tierney,Female,9,12,10,7,11,11,6,8,Art
Tiertza,Female,8,9,8,11,7,10,6,9,Law and public policy
Tiff,Female,8,7,6,9,10,8,8,6,Business and management
Tiffani,Female,9,8,8,6,6,7,10,6,Engineering
Tiffanie,Male,7,6,8,7,6,6,6,9,Architecture & Construction Jobs
Tiffan,Male,8,12,7,6,10,12,9,11,Military and Security
Tiffany,Male,10,9,9,7,8,10,6,11,Engineering
Tiffi,Female,12,7,11,7,8,7,6,7,Communications
Tiffie,Male,7,6,8,12,6,10,11,12,Architecture & Construction Jobs
Tiffy,Female,11,11,7,12,11,11,8,11,Education
tigh,Male,11,11,10,12,11,9,6,6,Computing
Tilda,Female,7,11,7,8,11,7,9,8,Architecture & Construction Jobs
tilde,Male,7,11,9,7,12,10,6,9,Engineering
Tildi,Female,10,12,7,10,9,11,6,9,Education
Tildie,Male,7,10,8,11,12,8,12,12,Law and public policy
Tildy,Female,6,10,12,11,7,9,8,6,Business and management
Tillie,Male,7,6,8,7,11,11,9,8,Engineering
Tillinghas,Male,8,11,12,10,10,7,12,7,Computing
till or tille,Female,11,10,6,6,8,7,6,6,Military and Security
tillotso,Male,6,10,9,11,8,9,6,6,Health and medicine
Tilly,Female,9,10,8,11,10,10,6,11,Business and management
tilne,Female,7,11,8,7,8,6,10,9,Engineering
Tim,Male,6,12,10,7,6,6,7,6,Communications
Timi,Male,7,10,12,6,12,12,11,7,Art
Timmi,Male,9,8,10,8,11,10,10,10,Agriculture
Timmie,Male,12,11,11,10,11,8,6,10,Architecture & Construction Jobs
timm,Male,11,9,10,7,8,11,7,12,Art
Timmy,Female,7,7,10,11,9,7,10,7,Military and Security
Timothea,Male,7,9,6,7,12,10,8,7,Military and Security
timso,Female,7,12,6,9,6,7,9,10,Law and public policy
Tina,Female,8,9,12,6,12,6,12,11,Business and management
Tine,Female,6,6,9,8,10,9,11,11,Art
tinlan,Female,7,7,9,10,11,10,10,6,Health and medicine
tinsle,Male,9,7,12,7,6,6,7,9,Military and Security
Tiphani,Female,8,10,10,10,7,9,12,9,Business and management
Tiphanie,Female,6,12,8,7,6,7,7,9,Computing
Tiphany,Female,7,7,9,6,6,9,12,11,Education
tisdal,Female,12,9,11,7,12,8,12,11,Business and management
Tish,Male,9,12,8,11,11,12,6,6,Military and Security
Tisha,Male,9,11,12,7,12,10,6,11,Agriculture
titcom,Male,12,12,10,11,11,9,6,6,Art
titteringto,Female,9,10,12,6,6,8,12,10,Military and Security
Tobe,Male,9,10,10,10,11,8,6,9,Agriculture
Tobey,Female,7,11,12,6,11,10,11,10,Business and management
Tobi,Female,9,9,9,9,8,6,10,8,Education
tobia,Male,7,10,9,9,11,6,6,11,Business and management
Toby,Female,9,6,12,11,10,12,6,10,Business and management
Tobye,Male,9,11,8,7,8,10,10,6,Health and medicine
tod,Female,11,8,7,7,8,9,6,10,Education
Tod,Male,12,7,12,9,6,8,8,7,Health and medicine
todd-naylo,Female,6,11,6,7,9,11,8,6,Business and management
todhunte,Male,7,7,12,7,10,8,12,8,Education
Toinette,Male,11,9,11,7,7,7,12,11,Architecture & Construction Jobs
tolber,Male,7,7,9,10,8,9,10,6,Computing
tol,Male,10,12,6,8,7,7,12,7,Business and management
tole,Male,10,9,9,6,11,8,6,6,Health and medicine
tol,Female,10,10,8,8,7,7,9,10,Military and Security
tolliso,Male,6,9,6,8,7,12,9,7,Art
tolto,Female,7,8,8,9,9,9,9,8,Law and public policy
Toma,Female,11,10,6,8,12,6,6,7,Law and public policy
Tomasina,Male,12,7,11,9,9,9,9,10,Art
Tomasine,Male,11,6,8,9,12,11,9,11,Communications
Tomi,Male,11,12,8,12,11,10,12,8,Agriculture
tomli,Female,6,6,9,10,7,6,9,7,Engineering
tomlinso,Male,7,7,7,11,7,6,10,9,Agriculture
tomlinson,Female,9,9,11,7,9,8,8,7,Military and Security
Tommi,Female,10,12,6,9,6,10,8,7,Communications
Tommie,Male,11,9,11,6,11,11,11,10,Military and Security
Tommy,Female,9,7,7,12,12,11,10,8,Law and public policy
tompkin,Male,12,10,12,10,7,11,7,7,Engineering
tompso,Male,7,8,9,12,7,10,9,6,Education
ton,Female,9,8,11,6,8,6,12,9,Education
tong,Female,9,8,7,12,9,12,11,11,Business and management
Toni,Female,10,9,6,12,8,11,6,11,Agriculture
Tonia,Female,8,7,12,10,10,11,8,9,Engineering
Tonie,Male,10,11,10,11,12,6,9,10,Computing
Tony,Male,9,8,8,12,11,9,6,10,Military and Security
Tonya,Male,9,11,12,7,11,10,12,11,Military and Security
Tonye,Female,11,10,12,7,12,10,7,6,Health and medicine
toon,Male,11,7,6,8,12,9,12,9,Art
Tootsie,Male,8,8,7,8,7,12,11,10,Business and management
topha,Male,10,11,12,7,10,10,10,6,Communications
toppi,Female,9,7,10,8,9,8,10,6,Law and public policy
toppin,Male,10,9,9,10,6,6,8,6,Business and management
tordof,Male,10,6,7,6,7,6,12,10,Computing
Torey,Female,8,12,12,12,8,6,6,7,Health and medicine
Tori,Male,7,9,8,11,10,7,9,7,Military and Security
Torie,Female,10,8,6,10,6,12,8,11,Agriculture
tor,Female,7,8,6,10,11,7,11,8,Agriculture
torranc,Male,6,9,7,8,6,12,8,8,Art
torr,Male,8,9,8,9,9,9,8,7,Military and Security
torren,Female,9,7,8,10,11,7,10,9,Computing
Torre,Female,11,7,7,11,11,8,10,12,Military and Security
Torrie,Male,9,11,10,12,11,6,10,9,Architecture & Construction Jobs
Tory,Female,12,6,12,6,11,6,8,9,Computing
tos,Female,11,11,11,7,9,12,9,8,Military and Security
totto,Female,10,9,10,8,10,12,7,7,Art
toug,Female,8,9,12,10,12,10,12,6,Business and management
toulmi,Female,10,12,6,7,11,6,11,11,Communications
toulous,Female,7,10,11,6,8,7,10,10,Architecture & Construction Jobs
toulso,Female,8,8,8,9,12,6,11,6,Business and management
Tova,Female,10,9,12,10,8,7,9,12,Computing
Tove,Female,9,6,6,11,7,8,6,10,Engineering
tower,Male,8,11,8,7,8,7,8,8,Health and medicine
towle,Female,8,8,9,12,6,6,6,8,Art
towle,Female,7,12,12,8,8,12,7,12,Law and public policy
town,Male,11,11,6,8,10,10,10,6,Agriculture
townen,Male,10,10,9,10,8,7,7,7,Military and Security
townle,Male,11,11,12,8,7,11,9,12,Communications
townsen,Male,9,8,6,6,8,12,9,9,Health and medicine
townshen,Male,9,10,7,8,12,10,11,11,Health and medicine
townso,Male,7,10,11,8,12,11,12,9,Health and medicine
towse,Female,9,7,8,9,10,9,12,9,Architecture & Construction Jobs
toze,Male,10,10,12,8,8,12,8,11,Business and management
Tracee,Female,7,7,12,8,10,12,8,7,Business and management
trace,Male,11,10,12,12,8,7,8,8,Architecture & Construction Jobs
Tracey,Female,6,10,6,9,8,12,10,7,Communications
Traci,Female,9,6,8,8,9,10,10,6,Education
Tracie,Male,6,11,11,8,7,7,9,8,Art
Tracy,Male,6,10,9,11,8,8,6,10,Architecture & Construction Jobs
traffor,Female,11,9,11,8,10,12,7,11,Architecture & Construction Jobs
trammel,Female,11,10,6,10,8,7,11,8,Business and management
tran,Female,7,6,9,7,7,10,6,6,Education
trappi,Female,6,6,8,10,11,12,6,8,Architecture & Construction Jobs
traquai,Female,9,10,8,10,8,10,9,12,Health and medicine
traver,Male,11,8,11,12,12,12,10,11,Communications
travi,Male,7,6,12,10,8,6,11,10,Communications
Travi,Female,7,8,6,7,9,9,7,10,Computing
traynu,Female,6,8,12,9,8,7,12,7,Art
trefusi,Female,12,10,9,8,7,11,7,11,Education
tregonin,Female,8,6,12,9,11,12,11,12,Architecture & Construction Jobs
trembet,Female,7,7,11,9,11,11,8,6,Business and management
trembla,Male,10,10,8,12,10,11,11,12,Architecture & Construction Jobs
trenc,Male,7,9,12,7,7,12,12,7,Agriculture
trendal,Male,8,12,9,10,9,6,12,9,Health and medicine
Trenna,Female,9,11,12,10,11,7,9,7,Art
Trento,Female,6,6,7,8,6,12,11,11,Business and management
Tresa,Female,11,6,10,12,11,10,11,7,Health and medicine
Trescha,Female,8,12,11,11,10,6,9,11,Computing
Tressa,Male,6,12,8,10,11,7,12,6,Business and management
trevannio,Female,9,6,10,9,9,6,11,12,Agriculture
Trevi,Male,9,9,8,7,7,7,10,6,Communications
Trevin,Male,7,8,11,11,6,10,10,9,Communications
trevo,Male,6,9,6,9,12,12,12,9,Military and Security
Trevo,Male,7,8,8,12,6,11,7,8,Education
trevor-rope,Female,10,7,6,11,12,6,10,10,Business and management
Tricia,Male,10,7,12,8,8,11,7,11,Military and Security
tricket,Female,9,6,11,7,11,7,10,9,Communications
trig,Male,8,8,9,10,12,12,9,9,Computing
Trina,Female,10,8,9,12,9,7,12,9,Military and Security
triplet,Female,6,10,7,10,6,10,7,11,Law and public policy
Trip,Female,11,10,6,10,8,8,7,10,Art
trippet,Male,11,9,10,12,10,12,7,7,Architecture & Construction Jobs
Trish,Male,6,11,7,9,12,7,8,10,Art
Trisha,Female,7,7,7,12,7,10,8,8,Business and management
Trista,Male,7,11,6,8,9,8,8,12,Agriculture
Tristo,Female,7,9,7,9,9,8,10,10,Engineering
tristra,Male,8,9,9,8,6,11,7,10,Architecture & Construction Jobs
Trix,Male,8,9,12,9,6,11,10,10,Business and management
Trixi,Male,10,11,8,10,11,10,9,9,Military and Security
Trixie,Male,6,8,9,6,8,9,10,12,Art
Trixy,Female,12,12,9,6,7,8,12,10,Computing
trogto,Male,8,9,12,9,6,6,10,10,Computing
trollop,Male,6,8,9,9,12,11,6,11,Health and medicine
trotte,Female,12,7,8,11,7,12,6,8,Engineering
trotter-cranstou,Male,10,8,12,8,7,10,7,12,Art
trou,Male,6,12,10,10,8,9,12,7,Military and Security
troutma,Female,11,8,6,11,7,10,12,6,Health and medicine
trowbridg,Male,7,12,12,11,10,11,12,6,Health and medicine
Tro,Female,8,6,9,10,7,6,12,8,Business and management
trua,Male,8,10,7,7,10,9,10,8,Computing
trua,Male,11,6,8,9,11,6,8,6,Education
Truda,Male,12,10,9,7,9,10,12,7,Agriculture
Trude,Female,6,10,9,9,11,9,6,12,Art
trudell,Male,8,12,7,10,9,10,11,10,Education
Trudey,Female,7,9,6,6,6,10,6,9,Communications
Trudi,Male,6,6,6,11,11,8,10,12,Agriculture
Trudie,Male,12,7,12,8,7,6,12,7,Military and Security
Trudy,Male,12,12,10,11,7,9,11,10,Agriculture
tru,Male,7,11,11,6,11,6,8,9,Engineering
Trujill,Male,11,6,10,8,8,8,7,9,Education
Trula,Female,12,9,12,7,11,10,8,12,Education
trumbl,Male,12,8,7,9,8,10,7,8,Agriculture
trustra,Female,12,10,10,7,9,8,9,9,Law and public policy
Trysta,Female,9,9,6,12,6,6,12,8,Business and management
tucke,Male,9,11,6,10,8,10,9,9,Education
Tucke,Female,12,11,6,9,8,10,10,9,Law and public policy
tudhop,Female,10,11,9,8,6,6,6,12,Military and Security
tudo,Male,6,8,10,11,12,8,10,12,Art
tuenbul,Female,12,12,11,7,6,10,10,9,Business and management
tue,Male,9,6,6,6,8,7,7,10,Art
Tuesday,Female,12,12,11,7,10,11,12,11,Law and public policy
tufiel,Female,6,9,12,11,8,10,12,8,Law and public policy
tufto,Male,8,9,10,11,8,6,8,10,Military and Security
tuggl,Female,10,6,10,7,8,9,7,7,Art
tugma,Female,12,9,7,12,9,9,7,10,Health and medicine
tull,Female,10,9,11,11,6,7,12,12,Business and management
tunne,Male,7,6,12,11,10,8,8,8,Engineering
tunningle,Male,12,12,12,12,9,9,7,9,Architecture & Construction Jobs
tunstal,Male,7,12,8,7,9,7,10,12,Art
tupma,Male,9,9,8,10,12,12,8,10,Law and public policy
turema,Male,8,10,12,11,6,11,10,10,Law and public policy
turk? carr,Female,10,6,10,9,12,11,7,7,Engineering
turkwin,Male,11,6,9,12,7,12,7,9,Military and Security
turnb,Female,9,11,12,9,9,9,7,12,Computing
turnbul,Male,10,7,10,11,11,12,10,8,Architecture & Construction Jobs
turne,Male,10,11,11,11,11,11,11,12,Business and management
Turne,Male,12,11,12,12,11,8,11,9,Health and medicine
turne,Female,6,8,7,7,8,7,7,8,Communications
turnvill,Male,8,12,7,8,7,8,8,11,Military and Security
tur,Male,9,9,8,12,6,12,7,9,Communications
turr,Female,12,9,9,12,10,8,9,12,Art
turve,Male,8,7,9,9,11,11,8,8,Health and medicine
tuttl,Female,12,10,12,12,10,8,12,10,Engineering
twedal,Male,11,11,12,7,6,9,12,11,Architecture & Construction Jobs
tweddel,Female,9,12,11,9,12,9,7,12,Law and public policy
tweedal,Female,12,7,9,11,12,10,9,9,Architecture & Construction Jobs
tweedale or tay,Female,6,7,9,6,9,12,11,6,Communications
tweedale/rhode,Female,11,8,11,6,11,12,7,11,Agriculture
twidal,Male,10,11,12,7,7,11,10,6,Military and Security
Twila,Female,10,12,9,9,12,8,12,11,Computing
twinam,Female,9,8,6,10,11,7,7,8,Communications
twinin,Female,8,9,12,6,10,8,6,8,Health and medicine
twinnin,Male,7,8,10,9,7,10,11,8,Communications
twitchet,Female,8,6,10,8,10,7,10,7,Engineering
twydal,Male,8,12,9,10,10,7,7,11,Architecture & Construction Jobs
Twyla,Male,7,9,8,11,10,7,8,11,Communications
twyma,Female,10,10,11,7,7,11,9,9,Computing
tyac,Male,11,8,12,11,7,12,8,11,Architecture & Construction Jobs
Tybi,Female,12,8,7,11,10,8,12,11,Communications
Tybie,Male,11,11,12,9,10,10,8,10,Law and public policy
ty,Female,11,12,9,11,7,12,12,6,Health and medicine
tyldesle,Male,7,11,9,6,8,12,10,8,Communications
tylecot,Male,11,9,10,9,9,11,6,9,Military and Security
tyle,Female,10,7,11,7,11,6,7,6,Business and management
Tyle,Female,12,10,11,6,8,9,8,10,Art
tylsto,Female,7,7,8,7,10,8,6,7,Education
tym,Female,9,12,7,10,10,10,10,6,Business and management
Tyne,Male,8,12,11,12,12,7,12,6,Engineering
Tyre,Female,7,12,12,12,9,7,11,9,Architecture & Construction Jobs
Tyron,Female,10,12,8,7,11,8,9,12,Computing
tyrrel,Female,10,10,6,10,12,10,11,10,Business and management
tyso,Female,6,8,10,11,9,8,6,9,Education
uda,Male,7,9,8,12,12,11,7,10,Business and management
udal,Female,8,12,6,12,8,9,8,7,Business and management
ugil,Male,7,11,6,9,11,11,8,6,Computing
Ula,Male,9,11,6,11,10,7,10,9,Law and public policy
Ulla,Male,7,7,8,7,6,8,10,10,Engineering
ullma,Female,11,7,12,11,11,7,7,7,Computing
Ulrica,Female,11,6,11,11,10,7,8,9,Business and management
Ulrika,Male,6,9,7,11,11,9,12,9,Military and Security
Ulrikaumeko,Male,9,8,9,6,12,10,9,8,Health and medicine
Ulrike,Male,7,12,6,7,12,11,8,7,Law and public policy
Umeko,Female,11,6,9,12,10,11,9,6,Art
Una,Female,9,12,6,12,11,7,8,6,Agriculture
unbaptise,Male,9,10,10,10,11,11,10,8,Agriculture
underhil,Female,7,9,6,10,11,10,7,11,Architecture & Construction Jobs
underwoo,Male,11,6,9,9,11,8,9,8,Architecture & Construction Jobs
Underwoo,Female,10,10,11,6,7,11,9,10,Engineering
unicom,Male,6,11,10,11,12,10,10,9,Architecture & Construction Jobs
un,Male,9,7,12,11,12,8,10,10,Law and public policy
unknow,Male,11,10,7,7,7,12,8,10,Computing
unknown bu,Female,12,8,6,11,6,11,6,9,Engineering
unswort,Male,8,12,8,6,9,6,10,10,Law and public policy
upchurc,Male,6,10,10,11,10,11,10,7,Agriculture
uppe,Female,6,7,9,10,7,10,8,9,Agriculture
uprichar,Female,10,9,8,9,7,6,11,11,Communications
upsha,Male,12,12,6,12,10,8,11,6,Health and medicine
upto,Female,12,10,7,10,6,11,12,10,Business and management
ure,Male,6,8,10,9,10,8,9,10,Engineering
urmsto,Female,6,6,9,9,11,6,6,8,Computing
urr,Female,6,6,7,12,12,6,6,10,Communications
Ursa,Female,9,11,7,8,11,11,7,9,Art
Ursala,Male,9,6,8,11,7,7,8,7,Agriculture
Ursola,Female,12,7,7,11,9,7,9,9,Business and management
Ursula,Female,8,12,8,11,10,10,7,8,Communications
Ursulina,Male,6,7,10,7,7,6,8,11,Art
Ursuline,Female,7,11,9,10,12,6,10,9,Business and management
ushe,Male,9,10,8,12,9,6,10,8,Engineering
ustonso,Female,10,8,11,8,12,6,12,6,Business and management
Uta,Female,8,8,8,6,7,6,12,10,Education
utle,Male,12,7,8,12,12,7,6,6,Computing
utte,Male,9,9,11,11,8,6,6,6,Military and Security
uttle,Male,8,7,9,6,11,9,6,7,Health and medicine
uza,Female,12,6,7,6,12,6,6,6,Computing
vail,Male,8,12,9,12,9,7,8,12,Education
vaine,Male,7,11,8,8,10,10,10,8,Engineering
Val,Male,10,9,9,8,8,6,12,10,Military and Security
Valaree,Female,6,11,9,9,11,10,6,7,Health and medicine
Valaria,Female,9,9,11,10,9,8,11,11,Law and public policy
Vale,Female,6,6,12,10,9,9,12,12,Military and Security
